RANK,PLAYER,PLAYER,POS,TEAM,BYE,CMP,ATT,CMP%,Y/A,PassingYDS,PassingTD,PassingINT,RushingAttempts,RushingYDS,RushingY/A,RushingTD,ReceivingTargets,ReceivingREC,ReceivingYDS,ReceivingY/R,ReceivingTD,Interceptions,FumbleRecoveries,Sacks,DefensiveTD,PointsAgainst,YardsAgainst,FGM,FGA,XPM,FPTS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUF,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAR,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYG,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAL,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIN,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYJ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAX,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEA,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TB,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARI,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSH,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
